issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible
0122-8900,2471-6839,2463-0470,economia negocios ciencias sociales c,panorama economico twentieth century art nineteenth african american contemporary modernism critical theory fine arts general history,5,16,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0121-6538,2459-5160,2248-6941,otras humanidades b,anfora humanities literature social sciences general,3,6,,,,,,,False
0123-7799,1390-3659,2256-5337,otras ingenierias tecnologias ingenieria tecnologia b,computer science natural sciences engineering technology life social management,6,9,,,,,,,False
0122-8706,2500-5308,2500-5308,otras ciencias agricolas c,,4,0,,,,,,,False
0123-3769,1996-5389,2500-8684,otras ciencias sociales c perspectiva geografica oficial universidad privada antonio guillermo urrelo,social sciences law economics education management general,12,7,2838.0,EUR,3065.04,1.08,8065.89,observado,True
2011-804X,2660-6070,2462-8441,otras artes arte humanidades b,philosophy humanities political thought social sciences education,5,7,,,,,,,False
1909-941X,2660-9037,2389-7848,economia negocios ciencias sociales c clio historia humanas pensamiento critico,history literature social sciences humanities geography anthropology recreation auxiliary,10,9,2200.0,EUR,2376.0,1.08,6252.63,observado,True
0120-0062,1984-9834,2011-3668,filosofia otras humanidades b,social sciences rural sociology antropology economy development agrarian change,4,9,2709.03,EUR,2925.75,1.08,7699.34,observado,True
2145-132X,2145-132X,2145-132X,historia arqueologia humanidades a2,cultural q2 history pharmacology toxicology pharmaceutics miscellaneous q3 social sciences arts humanities,4,12,1878.22,EUR,2028.48,1.08,5338.11,observado,True
1794-192X,1930-1693,2256-3202,otras humanidades b,,3,0,,,,,,,False
2027-8306,2215-7727,2389-9417,otras humanidades b investigacion desarrollo innovacion cientifica enfermeria nursing medicine,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social,10,14,,,,,,,False
1657-7027,1657-7027,2500-6177,salud publica ciencias medicas c gerencia politicas,health policy q4 medicine political science relations sociology latin america public economy general,7,13,2443.03,EUR,2638.47,1.08,6943.34,observado,True
1692-3324,3005-5857,2248-4094,ingenieria ambiental geologica tecnologia c,natural sciences social health mathematical logic information tecnology agriculture,5,9,,,,,,,False
0120-2812,0120-2812,2323-0118,ciencias tierra medioambientales naturales b,agronomy crop science q4 soil agricultural biological sciences,5,8,450.0,BRL,90.0,0.2,236.84,declarado,True
1692-2530,1406-5509,2248-4078,derecho ciencias sociales c,law q4 social sciences opinion juridica penal code civil estonian fundamental personal rights european europe,4,15,3345.32,EUR,3612.95,1.08,9507.76,observado,True
0120-3886,0120-1867,2390-0016,derecho ciencias sociales c facultad politicas universidad catolica santisima concepcion,law q3 political science relations q4 social sciences legal jurisprudence history public private,10,13,2443.03,EUR,2638.47,1.08,6943.34,observado,True
2215-7360,,2215-7360,ciencias sociales interdisciplinaria otras c,,5,0,,,,,,,False
0123-3475,1657-0448,1909-8758,biotecnologia agricola ciencias agricolas b,dermatology q4 surgery medicine colombiana biotecnologia artificial intelligence practical innovative uses iot networks smart objects cyber physical systems augmented reality virtual enabled devices science mathematics instruments machines electronic computers computer software technology general cybernetics,5,34,837.19,EUR,904.17,1.08,2379.39,observado,True
1794-3108,2340-3144,2256-5531,otras ciencias sociales c,communication new media marketing public relations strategy branding social sciences language literature philology linguistics mass,4,15,,,,,,,False
0121-3784,2166-5095,0121-3784,ciencias animales lecheria agricolas b,animal science zoology q4 agricultural biological sciences livestock rural development sustainability community gender equality social industries land use labor economic growth planning communities classes races human settlements,5,27,2930.53,EUR,3164.97,1.08,8328.87,observado,True
0121-4381,0121-4381,2145-9797,psicologia ciencias sociales b,psychology miscellaneous q3 suma psicologica spanish society experimental animal cognition perception attention psycholinguistics human methodology language literature philology linguistics philosophy religion consciousness,4,22,1005.27,EUR,1085.69,1.08,2857.08,observado,True
0122-1213,1996-5389,2389-993X,trabajo social sociologia ciencias sociales c prospectiva oficial universidad privada antonio guillermo urrelo,social sciences law economics education management general,13,7,2838.0,EUR,3065.04,1.08,8065.89,observado,True
1794-6190,1777-5817,2339-3459,ciencias tierra medioambientales naturales c,earth sciences societe geologique france paleontology geochemistry stratigraphy geophysics tectonics geodynamics science geology,5,13,2400.0,EUR,2592.0,1.08,6821.05,observado,True
1657-8031,1982-6737,2665-3354,ciencias sociales interdisciplinaria otras b agora usb historia geografia history geography,auxiliary sciences history general europe geography anthropology recreation,11,8,,,,,,,False
0124-0579,0120-1867,2145-4531,derecho ciencias sociales c,law q3 political science relations q4 social sciences,4,8,1618.67,EUR,1748.16,1.08,4600.42,observado,True
1794-8886,1812-9528,1794-8886,otras ciencias sociales c memorias medicine general,history q2 archeology q3 arts humanities social sciences medicine health public infectious diseases,7,13,,,,,,,False
0121-3814,2602-408X,2323-0126,educacion general incluye capacitacion pedagogia ciencias sociales b,tea tecne episteme didaxis islamic culture archaeology history art turkish literature music fine arts general,8,15,2972.0,EUR,3209.76,1.08,8446.74,observado,True
0120-1751,1657-0448,2389-8976,matematica ciencias naturales c,dermatology q4 surgery medicine economics statistics economic development policy human latin america social sciences theory demography as science,4,18,,,,,,,False
1909-8367,2389-9484,2539-4169,otras ingenierias tecnologias ingenieria tecnologia c,biodiversity sustainable development technological innovation industrial production processes technology engineering general civil,6,12,,,,,,,False
1657-6527,1657-6527,2145-8502,otras ingenierias tecnologias ingenieria tecnologia c,energy miscellaneous q4 physical theoretical chemistry,6,6,,,,,,,False
0122-7483,0122-7483,2027-1352,matematica ciencias naturales b,multidisciplinary q3 universitas scientiarum sciences technology medicine engineering materials physics science,4,11,1139.73,EUR,1230.91,1.08,3239.24,observado,True
2145-6054,2256-2796,2256-2796,derecho ciencias sociales c juridica mario alario d filippo,legal systems institutions general theory law social security labor criminal comparative uniform jurisprudence,9,13,1303.34,EUR,1407.61,1.08,3704.24,observado,True
0120-4807,2011-2734,0120-4807,sociologia ciencias sociales b,geography anthropology recreation social sciences sociology general,4,7,2618.0,EUR,2827.44,1.08,7440.63,observado,True
0120-2804,1657-0448,2357-3791,ciencias quimicas naturales c colombiana quimica chemistry analytical inorganic organic physical biochemistry,dermatology q4 surgery medicine science chemistry,12,6,,,,,,,False
0122-6339,,2248-6798,idiomas literatura humanidades c,,4,0,,,,,,,False
0012-7353,2183-1912,2346-2183,otras ingenierias tecnologias ingenieria tecnologia c,dyna innovation social sciences well being tourism sustainability general,6,9,1657.98,EUR,1790.62,1.08,4712.16,observado,True
0120-4157,2710-3471,2590-7379,otras ciencias medicas salud b,biomedica medicine endocrinology public health radiology pediatrics science biology general,5,10,1549.04,EUR,1672.96,1.08,4402.53,observado,True
0120-386X,0120-386X,2256-3334,ciencias salud medicas b facultad nacional publica jurnal pemikiran administrasi negara,epidemiology q4 health information management policy public environmental occupational professions medicine administration bureaucracy service governance local government political science institutions asia asian only,11,23,2390.0,EUR,2581.2,1.08,6792.63,observado,True
0366-5232,1970-7452,2357-3759,otras biologias ciencias biologicas naturales b,,6,0,,,,,,,False
0121-5167,2215-2873,2462-8433,ciencias politicas sociales b,political culture ecology relations democracy public policy science,4,8,,,,,,,False
0120-0739,2065-2445,2256-201X,forestal agricultura silvicultura pesca ciencias agricolas b,colombia forestal forestry silviculture environmental sciences agriculture,7,7,1999.2,EUR,2159.14,1.08,5681.95,observado,True
2011-0731,2011-0731,2011-0731,ciencias educacion sociales c,,4,0,2331.51,EUR,2518.03,1.08,6626.39,observado,True
2027-5137,2215-4744,2322-777X,historia arqueologia humanidades a2 memoria history historiography costa rican central american latin general europe america spanish philosophy psychology religion doctrinal theology specific doctrines movements heresies schisms,history q4 political science relations arts humanities social sciences,26,9,1116.0,EUR,1205.28,1.08,3171.79,observado,True
1900-1592,2805-5853,1900-1592,c,ecology q4 evolution behavior systematics management monitoring policy law nature landscape conservation agricultural biological sciences environmental science,1,17,,,,,,,False
0124-5821,0124-5821,0124-5821,ciencias sociales interdisciplinaria otras b virtual universidad catolica norte,social sciences education humanities general,9,5,3068.0,EUR,3313.44,1.08,8719.58,observado,True
1900-5016,1991-2773,2248-6011,economia negocios ciencias sociales c,,5,0,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0123-1472,1982-6486,2500-6045,negocios management economia ciencias sociales c,contabilidad accounting organizations innovative social sciences commerce business bookkeeping,6,9,,,,,,,False
1900-6586,2521-9715,2500-7645,ciencias sociales interdisciplinaria otras b cientifica facultad veterinarias universidad zulia,veterinary medicine animal science agricultural economics public health food technology,10,10,895.15,EUR,966.76,1.08,2544.11,observado,True
2590-9215,2590-9215,2590-9215,ciencias sociales interdisciplinaria otras c perspectivas,education social sciences pedagogy general,6,5,2838.0,EUR,3065.04,1.08,8065.89,observado,True
0122-8102,2684-0499,2346-1691,idiomas literatura humanidades c,,4,0,2628.61,EUR,2838.9,1.08,7470.79,observado,True
0120-3347,2256-2087,2145-4604,anestesiologia medicina clinica ciencias medicas salud c,anesthesiology pain medicine q4 critical care intensive colombiana anestesiologia logi scientific transport logistics warehousing handling vehicle sustainability technology engineering general civil transportation,7,22,150.0,EUR,162.0,1.08,426.32,declarado,True
0120-8160,2618-2998,2590-521X,negocios management economia ciencias sociales b escuela administracion rea geography anthropology recreation,socio cultural anthropology archeology etnography social sciences,12,7,,,,,,,False
1900-4699,2797-0965,2500-5316,ciencias biologicas naturales c facultad basicas,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine basica primary education elementary learning strategies islamic special aspects,6,24,2000.0,EUR,2160.0,1.08,5684.21,observado,True
