issn_print,issn_electronic,issn_linking,titulo,anio_clasificacion,categoria_publindex,pais,region,departamento,municipio,codigo_dane,especialidad,area_conocimiento,gran_area,institucion_editora_1,tipo_institucion_1,institucion_editora_2,institucion_editora_3,id_revista_publindex,issn_normalizado,titulo_normalizado,pais_iso,categoria_publindex_ord,_fecha_captura,_version_proceso,_estado_calidad,_hash_registro,rank,sourceid,tipo_publicacion,titulo_normalizado_scimago_dup,editorial,open_access,oa_diamond,sjr_score,cuartil_sjr,cuartil_sjr_ord,h_index,total_docs,total_docs_3y,total_refs,total_citas_3y,docs_citables_3y,citas_por_doc_2y,refs_por_doc,pct_female,overton,cobertura,categorias,areas,url_revista,url,When did the journal start to publish all content using an open license?,titulo_alternativo,issn_impreso,issn_electronico,palabras_clave,idiomas,pais_editorial,Other organisation,Country of other organisation,licencia,atributos_licencia,URL for license terms,cc_legible_maquina,autor_retiene_copyright,Copyright information URL,tipo_revision,Review process information URL,politica_plagio,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,semanas_submission_publicacion,tiene_apc,APC information URL,apc_amount_raw,politica_exencion,Waiver policy information URL,tiene_otros_cobros,Other fees information URL,servicios_preservacion,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,identificadores_persistentes,cumple_oa,Continues,Continued By,codigos_lcc,subscribe_to_open,Mirror Journal,Open Journals Collective,materias,fecha_incorporacion,fecha_actualizacion,Last Full Review Date,num_articulos,fecha_ultimo_articulo,titulo_normalizado_doaj_dup,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_conversion_estado,apc_monto_ppp_usd,apc_monto,apc_moneda,apc_tipo,titulo_normalizado_facts_dup,is_hybrid,titulo_normalizado_openapc_dup,_fuentes,concentracion_editorial,apc_es_outlier,apc_imputado,apc_metodo_imputacion,exencion_apc_lmic,revision_abierta,indexada_doaj,es_colombiana,brecha_publindex_sjr,contraste_publindex_cuartil,semanas_pub,editorial_rapida,ratio_citas_docs,indice_calidad_costo,apc_monto_usd_zscore,sjr_score_zscore,h_index_zscore,semanas_pub_zscore,apc_monto_usd_minmax,sjr_score_minmax,h_index_minmax,semanas_pub_minmax
0120-7555,0120-7555,2346-206X,Turismo Y Sociedad,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,IES,,,732,2346-206X,turismo sociedad,CO,1,2026-09-13,1.0.0,consolidado,e0640089963f86a0,113,21101216647,journal,turismo sociedad,Universidad Externado de Colombia,True,True,0.144,Q4,1,7,25,91,1351,38,88,0.34,54.04,0.434,0,2020-2026,"Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)","Business, Management and Accounting; Social Sciences",https://revistasinvestigacion.esic.edu/adresearch,https://doaj.org/toc/58c2c8165f3e4a06a2930ed61453fa10,2010,aDresearch ESIC: International Journal of Research in Communication,,2340-3144,"communication, new media, marketing, public relations, strategy, branding","English, Spanish",Spain,,,CC BY-NC-ND,,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/accesoabierto,True,False,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/accesoabierto,Double anonymous peer review,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/revision,True,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about/editorialTeam,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about/submissions,24,False,https://revistasinvestigacion.esic.edu/adresearch/index.php/adresearch/about/submissions,,False,,False,,,,,,,DOI,True,,,H|P87-96,False,No,No,Social Sciences | Language and Literature: Philology. Linguistics: Communication. Mass media,2022-04-19T13:31:45Z,2022-04-19T13:31:45Z,2022-04-19,260,2026-06-29T23:00:07Z,,1996.61,EUR,2156.34,1.08,sin_monto,5674.58,1872.1,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.009933774834437087,False,False,,True,False,True,True,0,1.0,24,False,0.4175824175824176,0.1162,0.9671,-0.2269,-0.1641,0.4005,0.3839,0.0541,0.125,0.2326
0123-3432,,2145-566X,Íkala,2022,A2,Colombia,Eje Cafetero,Antioquia,Medellín,05001,No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD DE ANTIOQUIA,IES,,,223,2145-566X,ikala,CO,3,2026-09-13,1.0.0,consolidado,61cf9abd2571df39,,,,,K&K,,False,,,0,,,,,,,,,,,,,,https://tidsskrift.dk/kok/index,https://doaj.org/toc/62af870cca3a4226b7d6fe215b4aace8,2022,Kultur og Klasse,0905-6998,2246-2589,"culture, literature, criticism, media, art, film","Swedish, Norwegian, Danish",Denmark,,,CC BY,,https://tidsskrift.dk/kok/OpenAccess,,True,https://tidsskrift.dk/kok/OpenAccess,Double anonymous peer review,https://tidsskrift.dk/kok/PeerReview,False,https://tidsskrift.dk/kok/about,https://tidsskrift.dk/kok/about/editorialTeam,https://tidsskrift.dk/kok/about/submissions,25,False,https://tidsskrift.dk/kok/about,,False,,False,,,,,,,DOI,True,,,PN1-6790|N1-9211,False,No,No,Language and Literature: Literature (General) | Fine Arts: Visual arts,2023-01-20T12:45:21Z,2023-01-20T12:45:21Z,2023-01-20,0,,,,,632.15,,sin_monto,1663.55,,,imputado,,,,"['doaj', 'publindex']",0.0011037527593818985,False,True,regresion_condicional,True,False,True,True,3,,25,False,,0.184,-0.8689,,,0.4853,0.1105,,,0.2442
0122-6517,,2382-4700,Inge-Cuc,2022,B,Colombia,Caribe,Atlántico,Barranquilla,08001,Ingeniería Eléctrica y Electrónica,"Ingenierías Eléctrica, Electrónica e Informática",Ingeniería y Tecnología,CORPORACION UNIVERSIDAD DE LA COSTA,IES,,,189,2382-4700,inge cuc,CO,2,2026-09-13,1.0.0,consolidado,921714f57012f5a3,,,,,Mimesis Edizioni,,False,,,0,,,,,,,,,,,,,,https://www.mimesisjournals.com/ojs/index.php/ec,https://doaj.org/toc/a3bf8535c4dd4ab0ab80418b1d56d747,2005,,1973-2716,1970-7452,"semiotics, signification, sociosemiotics, languages, culture, media","Spanish, French, English, Italian",Italy,AISS - Associazione Italiana di Studi Semiotici,Italy,CC BY,,https://www.mimesisjournals.com/ojs/index.php/ec/about,True,False,https://www.mimesisjournals.com/ojs/index.php/ec/about,Double anonymous peer review,https://mimesisjournals.com/ojs/index.php/ec/about,False,https://mimesisjournals.com/ojs/index.php/ec/about,https://mimesisjournals.com/ojs/index.php/ec/about/editorialTeam,https://mimesisjournals.com/ojs/index.php/ec/information/authors,12,False,https://mimesisjournals.com/ojs/index.php/ec/about,,False,,False,,,,,,,,True,,,P87-96|P101-410,False,No,No,Language and Literature: Philology. Linguistics: Communication. Mass media | Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar,2023-03-23T17:41:07Z,2023-03-23T17:41:07Z,2023-03-23,0,,,,,1006.64,,sin_monto,2649.05,,,imputado,,,,"['doaj', 'publindex']",0.012141280353200883,False,True,regresion_condicional,True,False,True,True,2,,12,True,,0.14,-0.4178,,,-0.617,0.1777,,,0.093
0120-0488,1657-0448,2665-4385,Revista Colombiana De Entomología,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,Otras Ciencias Agrícolas,Otras Ciencias Agrícolas,Ciencias Agrícolas,SOCIEDAD COLOMBIANA DE ENTOMOLOGIA,Otras,UNIVERSIDAD DEL VALLE,,101,2665-4385,colombiana entomologia,CO,1,2026-09-13,1.0.0,consolidado,8775554a360a94b8,163,21101259010,journal,,Universidade Federal de Sergipe,True,True,0.105,Q4,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,0,2020-2026,Dermatology (Q4); Surgery (Q4),Medicine,https://periodicos.ufs.br/tomo/index,https://doaj.org/toc/eab22d0177e54bf98f5e88e957cad4e4,1998,,2318-9010,1517-4549,"sociology, social sciences, antrophology, political science","Portuguese, Spanish, English",Brazil,"Universidade Federal de Sergipe, Programa de Pós-Graduação em Sociologia",,CC BY,,https://periodicos.ufs.br/tomo/about,,True,https://periodicos.ufs.br/tomo/about,Peer review,https://periodicos.ufs.br/tomo/about,True,https://periodicos.ufs.br/tomo/about,https://periodicos.ufs.br/tomo/about/editorialTeam,https://periodicos.ufs.br/tomo/about/submissions,24,False,https://periodicos.ufs.br/tomo/about,,False,,False,,,,,,,DOI,True,,,H|H1-99,False,No,No,Social Sciences: Social sciences (General),2015-12-21T21:19:29Z,2024-03-31T09:00:14Z,2024-03-31,566,2026-08-04T19:20:45Z,,2400.0,EUR,2592.0,1.08,sin_monto,6821.05,2400.0,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.0011037527593818985,False,False,,True,False,True,True,0,1.0,24,False,0.04065040650406504,0.073,1.4919,-0.7278,-0.8695,0.4005,0.4621,0.0061,0.0,0.2326
0124-0064,,2539-3596,Revista De Salud Pública,2022,C,No disponible,No disponible,No disponible,No disponible,,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,,No disponible,,,253,2539-3596,salud publica,CO,1,2026-09-13,1.0.0,consolidado,2a10d1743754b989,54,21101105022,journal,,Fundacion Universitaria Maria Cano,True,True,0.195,Q3,2,6,46,89,1864,64,83,0.85,40.52,0.49439999999999995,0,2019-2026,"Health Professions (miscellaneous) (Q3); Occupational Therapy (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Public Health, Environmental and Occupational Health (Q4); Speech and Hearing (Q4)",Health Professions; Medicine,https://revistas.unc.edu.ar/index.php/RSD/index,https://doaj.org/toc/ac11a381af184fbd93e1d86e41ce6de4,2005,,1853-1180,1852-9429,"public health, epidemiology, community health care","Portuguese, Spanish, English",Argentina,Escuela de Salud Pública (Facultad de Ciencias Médicas),,CC BY-NC,,https://revistas.unc.edu.ar/index.php/RSD/politicasdeaccesoabierto,,False,https://revistas.unc.edu.ar/index.php/RSD/Politicadecesiondederecho,Peer review,https://revistas.unc.edu.ar/index.php/RSD/procesosdeevaluacionporpares,True,https://revistas.unc.edu.ar/index.php/RSD/enfoqueyalcance,https://revistas.unc.edu.ar/index.php/RSD/about/editorialTeam,https://revistas.unc.edu.ar/index.php/RSD/about/submissions,6,False,https://revistas.unc.edu.ar/index.php/RSD/politicasdeaccesoabierto,,False,,False,,,,,,,,True,,,R5-920|RA1-1270,False,No,No,Medicine: Medicine (General) | Medicine: Public aspects of medicine,2008-08-04T13:13:01Z,2025-08-08T11:16:27Z,2025-08-08,774,2025-12-29T17:26:26Z,,,,1283.6,,sin_monto,3377.89,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.03642384105960265,False,True,regresion_condicional,True,False,True,True,-1,0.5,6,True,0.7191011235955056,0.2319,-0.0842,0.428,-0.3052,-1.1258,0.2274,0.1167,0.1,0.0233
1909-0455,1909-0455,2323-0703,Producción + Limpia,2022,C,Colombia,Eje Cafetero,Antioquia,Caldas,05129,No registra,Ciencias de la Tierra y Medioambientales,Ciencias Naturales,CORPORACION UNIVERSITARIA LASALLISTA,IES,,,988,2323-0703,produccion limpia,CO,1,2026-09-13,1.0.0,consolidado,30c6c6b9f4349804,107,21100891786,journal,produccion limpia,Corporacion Universitaria Lasallista,True,True,0.146,Q4,1,6,20,56,640,25,51,0.5,32.0,0.34619999999999995,0,2018-2025,"Environmental Science (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4)",Environmental Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.49,,,2982.87,,,imputado,,,,"['publindex', 'scimago']",0.002207505518763797,False,True,regresion_condicional,True,False,False,True,0,1.0,,,0.44642857142857145,0.189,-0.265,-0.2013,-0.3052,,0.2004,0.0565,0.1,
0124-2121,0124-2121,2665-2420,Educacion Y Humanismo,2022,B,Colombia,Caribe,Atlántico,Barranquilla,08001,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD SIMON BOLIVAR,IES,,,428,2665-2420,educacion humanismo,CO,2,2026-09-13,1.0.0,consolidado,7328c1da6cb0ead1,122,21101128566,journal,educacion humanismo,Simon Bolivar University (Barranquilla),True,True,0.137,Q3,2,4,26,69,1274,29,67,0.32,49.0,0.4167,0,2022-2026,Cultural Studies (Q3); History and Philosophy of Science (Q3); Education (Q4); Gender Studies (Q4),Arts and Humanities; Social Sciences,https://fh.mdp.edu.ar/revistas/index.php/r_educ,https://doaj.org/toc/7ea52ed84fda4fa586ee5f3a55f33944,2010,,1853-1318,1853-1326,"education, teacher training, didactics, teaching",Spanish,Argentina,"Universidad Nacional de Mar del Plata, Facultad de Humanidades, Centro de Investigaciones multidisciplinarias en Educación",,CC BY-NC-SA,,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/submissions#copyrightNotice,,True,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/submissions#copyrightNotice,Double anonymous peer review,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/editorialPolicies#peerReviewProcess,True,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/editorialPolicies#focusAndScope,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/editorialTeam,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/submissions#authorGuidelines,8,False,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/submissions#authorGuidelines,,False,,False,https://fh.mdp.edu.ar/revistas/index.php/r_educ/about/submissions#authorGuidelines,,,,,,,True,,,L7-991|LC8-6691|LB5-3640,False,No,No,Education: Education (General) | Education: Special aspects of education | Education: Theory and practice of education,2020-08-14T14:13:13Z,2020-08-14T14:13:13Z,2020-08-14,0,,,2618.0,EUR,2827.44,1.08,sin_monto,7440.63,1872.1,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.0033112582781456954,False,False,,True,False,True,True,0,1.0,8,True,0.42028985507246375,0.0887,1.7755,-0.3168,-0.5873,-0.9562,0.5043,0.0455,0.05,0.0465
0124-177X,,2357-5905,Gestión Y Ambiente,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Geografía Social y Económica,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,IES,FUNDACION UNIVERSIDAD DE AMERICA,,234,2357-5905,gestion ambiente,CO,1,2026-09-13,1.0.0,consolidado,4ff9d3b3fff36db4,,,,,Universidade Estadual de Roraima,,False,,,0,,,,,,,,,,,,,,https://periodicos.uerr.edu.br/index.php/ambiente/index,https://doaj.org/toc/6733685bc6d9437b974766769090152d,2013,Ambiente: Gestão e Desenvolvimento,,1981-4127,"social science, education, human sciences",Portuguese,Brazil,,,CC BY,,https://periodicos.uerr.edu.br/index.php/ambiente/about,,False,,Anonymous peer review,https://periodicos.uerr.edu.br/index.php/ambiente/about,False,https://periodicos.uerr.edu.br/index.php/ambiente/about,https://periodicos.uerr.edu.br/index.php/ambiente/about/editorialTeam,https://periodicos.uerr.edu.br/index.php/ambiente/about/submissions,4,False,https://periodicos.uerr.edu.br/index.php/ambiente/about,,False,,False,https://periodicos.uerr.edu.br/index.php/ambiente/about,,,https://periodicos.uerr.edu.br/index.php/ambiente/gateway/lockss,Diadorim,,DOI,True,,,A|GE1-350,False,No,No,General Works | Geography. Anthropology. Recreation: Environmental sciences,2020-01-06T18:37:23Z,2020-02-27T21:36:06Z,2020-02-27,504,2026-08-08T00:00:32Z,,,,871.12,,sin_monto,2292.42,,,imputado,,,,"['doaj', 'publindex']",0.004415011037527594,False,True,regresion_condicional,True,False,True,True,1,,4,True,,0.1532,-0.5811,,,-1.2954,0.1534,,,0.0
0123-5362,0123-5362,,Revista De Economía Del Rosario,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Economía y Negocios,Ciencias Sociales,,No disponible,,,58,0123-5362,economia rosario,CO,1,2026-09-13,1.0.0,consolidado,4a82542665678aea,161,7600153109,journal,,Universidad del Rosario,True,True,0.111,Q4,1,9,0,28,0,8,28,0.26,0.0,0.0,0,2007-2024,"Economics, Econometrics and Finance (miscellaneous) (Q4)","Economics, Econometrics and Finance",http://revistas.urosario.edu.co/index.php/economia/index,https://doaj.org/toc/1e0204d5fddf41279b7ef939e4861eab,1998,,,2145-454X,"economy, policy implications","English, Spanish",Colombia,,,CC BY-NC,,https://revistas.urosario.edu.co/index.php/economia/about,,True,https://revistas.urosario.edu.co/index.php/economia/about/submissions,Double anonymous peer review,https://revistas.urosario.edu.co/index.php/economia/about,False,https://revistas.urosario.edu.co/index.php/economia/about,https://revistas.urosario.edu.co/index.php/economia/about/editorialTeam,https://revistas.urosario.edu.co/index.php/economia/about/submissions,12,False,http://revistas.urosario.edu.co/index.php/index,,False,,False,,PKP PN,,https://portal.issn.org/resource/ISSN/2145-454X,Open Policy Finder,https://openpolicyfinder.jisc.ac.uk/id/publication/37592,DOI,True,,,HB71-74,False,No,No,Social Sciences: Economic theory. Demography: Economics as a science,2015-10-27T12:28:45Z,2024-07-19T19:20:16Z,2024-07-19,250,2026-08-12T20:31:37Z,,204.92,EUR,221.31,1.08,sin_monto,582.39,204.92,EUR,observado,,False,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.01545253863134658,False,False,,True,False,True,True,0,1.0,12,True,0.2857142857142857,0.3117,-1.3638,-0.6507,0.1181,-0.617,0.0368,0.0135,0.175,0.093
0121-8417,,2357-4720,Revista Historia Y Sociedad,2022,C,Colombia,Eje Cafetero,Antioquia,Medellín,05001,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,IES,,,"1,080",2357-4720,historia sociedad,CO,1,2026-09-13,1.0.0,consolidado,74867571f8ac7388,164,21101145379,journal,,Technological University of Pereira,False,False,0.101,Q4,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,0,2019-2025,History (Q4); Political Science and International Relations (Q4),Arts and Humanities; Social Sciences,http://www.revistas.una.ac.cr/historia,https://doaj.org/toc/fbee54fd818c4dee805478f8807e30a5,1985,,1012-9790,2215-4744,"history, historiography, costa rican history, central american history, latin american history",Spanish,Costa Rica,"Universidad Nacional, Costa Rica",,CC BY-NC-SA,,http://www.revistas.una.ac.cr/index.php/historia/noticeofcopyright,,False,,Double anonymous peer review,http://www.revistas.una.ac.cr/index.php/historia/arbitrationsystem,True,http://www.revistas.una.ac.cr/index.php/historia/approachandscope,http://www.revistas.una.ac.cr/index.php/historia/about/editorialTeam,http://www.revistas.una.ac.cr/index.php/historia/guidelinesforauthors,8,False,http://www.revistas.una.ac.cr/index.php/historia/policies,,False,,False,,,,,,,,True,,,D1-2009|F1201-3799|BT1313-1480,False,No,No,History (General) and history of Europe: History (General) | History America: Latin America. Spanish America | Philosophy. Psychology. Religion: Doctrinal Theology: History of specific doctrines and movements. Heresies and schisms,2019-04-25T00:54:35Z,2022-09-26T12:59:42Z,2022-09-26,731,2024-10-27T19:12:28Z,,1116.0,EUR,1205.28,1.08,sin_monto,3171.79,1116.0,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.02869757174392936,False,False,,True,False,True,True,0,1.0,8,True,0.07017543859649122,0.1255,-0.1785,-0.7791,-0.7284,-0.9562,0.2133,0.0012,0.025,0.0465
1794-8932,,2346-0806,Sophia,2022,B,Colombia,Eje Cafetero,Quindío,Armenia,63001,No registra,Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD LA GRAN COLOMBIA SECCIONAL ARMENIA,IES,,,"1,017",2346-0806,sophia,CO,2,2026-09-13,1.0.0,consolidado,592ea4dc6ec7767c,,,,,scopio Editions,,False,,,0,,,,,,,,,,,,,,https://www.up.pt/revistas/index.php/sophia/index,https://doaj.org/toc/765b45f63e5b47c2bfe286685631b7b2,2016,Sophia Journal,2183-8976,2183-9468,"architecture, city, image, art, practice research, photography",English,Portugal,Center for Studies in Architecture and Urbanism (CEAU),Portugal,CC BY-NC-ND,,https://www.up.pt/revistas/index.php/sophia/OpenAccess,True,True,https://www.up.pt/revistas/index.php/sophia/Copyright,Double anonymous peer review,https://www.up.pt/revistas/index.php/sophia/about,True,https://www.up.pt/revistas/index.php/sophia/about,https://www.up.pt/revistas/index.php/sophia/about/editorialTeam,https://www.up.pt/revistas/index.php/sophia/about/submissions,24,False,https://www.up.pt/revistas/index.php/sophia/about,,False,,False,,,,,Publisher's site,https://www.up.pt/revistas/index.php/sophia/Copyright,DOI,True,,,NA1-9428|N1-9211,False,No,No,Fine Arts: Architecture | Fine Arts: Visual arts,2022-04-04T12:30:07Z,2022-10-13T16:55:40Z,2022-10-13,0,,,1294.3,EUR,1397.84,1.08,sin_monto,3678.53,1294.3,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex']",0.002207505518763797,False,False,,True,False,True,True,2,,24,False,,0.112,0.0534,,,0.4005,0.2479,,,0.2326
1692-7311,,2389-8844,Equidad & Desarrollo,2022,B,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DE LA SALLE,IES,,,530,2389-8844,equidad desarrollo,CO,2,2026-09-13,1.0.0,consolidado,dc68710745599b2b,,,,,Ediciones Complutense,,False,,,0,,,,,,,,,,,,,,https://revistas.ucm.es/index.php/REDC/index,https://doaj.org/toc/04eeab9450824d0ea312f874b4ba41ed,2021,,,2794-0462,"cooperation, development, international relations, social science, economic development",Spanish,Spain,Instituto Universitario de Desarrollo y Cooperación,Spain,CC BY,,https://revistas.ucm.es/index.php/REDC/acceso,True,False,https://revistas.ucm.es/index.php/REDC/derechos,Double anonymous peer review,https://revistas.ucm.es/index.php/REDC/revision,True,https://revistas.ucm.es/index.php/REDC/about,https://revistas.ucm.es/index.php/REDC/about/editorialTeam,https://revistas.ucm.es/index.php/REDC/about/submissions,8,False,https://revistas.ucm.es/index.php/REDC/acceso,,False,,False,,,,,Dulcinea,https://dulcinea.opensciencespain.org/ficha3802,DOI,True,,,H,False,No,No,Social Sciences,2022-12-20T13:36:06Z,2022-12-20T13:36:05Z,2022-12-20,0,,,,,870.41,,sin_monto,2290.55,,,imputado,,,,"['doaj', 'publindex']",0.002207505518763797,False,True,regresion_condicional,True,False,True,True,2,,8,True,,0.1533,-0.5819,,,-0.9562,0.1532,,,0.0465
0120-3754,2215-7727,2500-5227,Administración & Desarrollo,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Ciencias Políticas,Ciencias Sociales,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA,IES,,,523,2500-5227,administracion desarrollo,CO,1,2026-09-13,1.0.0,consolidado,f47aab2b63e25f58,96,19500157818,journal,,Pontificia Universidad Javeriana,True,True,0.152,Q4,1,16,7,28,319,13,28,0.27,45.57,0.2778,0,2008-2025,"Agronomy and Crop Science (Q4); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)","Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences",https://publicaciones.udet.edu.ec/index.php/ricit/index,https://doaj.org/toc/c422776036ca4578a0523bbd1c1069f0,2016,Revista de Investigación de la Ciencia Turística RICIT,1390-6305,2588-0861,"tourism, gastronomy, hospitality, travel, hotel management, heritage","Portuguese, English, Spanish",Ecuador,Universidad de Especialidades Turísticas,,CC BY-NC-SA,,https://publicaciones.udet.edu.ec/index.php/ricit/about,,True,https://publicaciones.udet.edu.ec/index.php/ricit/announcement/view/12,Double anonymous peer review,https://publicaciones.udet.edu.ec/index.php/ricit/announcement/view/8,True,https://publicaciones.udet.edu.ec/index.php/ricit/about,https://publicaciones.udet.edu.ec/index.php/ricit/about/editorialTeam,https://publicaciones.udet.edu.ec/index.php/ricit/announcement/view/7,10,False,https://publicaciones.udet.edu.ec/index.php/ricit/announcement/view/10,,False,,False,,,,,,,,True,,,GV1-1860|GV181.35-181.6,False,No,No,Geography. Anthropology. Recreation: Recreation. Leisure: Recreation leadership. Administration of recreation services,2020-06-19T12:42:18Z,2021-09-30T13:39:21Z,2021-09-30,77,2026-06-23T01:40:38Z,,,,899.89,,sin_monto,2368.13,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.033112582781456956,False,True,regresion_condicional,True,False,True,True,0,1.0,10,True,0.4642857142857143,0.2283,-0.5464,-0.1242,1.1056,-0.7866,0.1585,0.0639,0.35,0.0698
